,Job Title,Job Salary,Key Skills,Role Category,Location,Functional Area,Industry,Role
2501, BPO/ Amex/ Accenture / Barclays/ EXL / Wipro BPO/ IGT / Cvent / FIS," 1,50,000 - 5,00,000 PA. ","[' customer service', ' chat process', ' bpo', ' amazon', ' barclays', ' wipro bpo', ' hcl', ' american express', ' cvent', ' teleperformance', ' rbs', ' bt', ' british telecom', ' british airways', ' international bpo', ' ites', ' fresher', ' backend', ' back office', ' non voice', ' chat', ' EXL', ' AMEX']",['Voice'],"['Delhi ncr', 'Gurgaon', 'Noida']","['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Associate/Senior Associate -(NonTechnical)
2502, Immediate opening for Telecom Process-UK Shift, Not Disclosed by Recruiter ,"[' Telecom', ' Comp', ' process', ' Outbound process', ' Interviewing', ' Target', ' Presentable', ' Bonus', ' Spot', ' Typing']",['Voice'],['Kolkata'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['IT-Software', ' Software Services']",Associate/Senior Associate -(NonTechnical)
2503, Associate Sales- Pune," 2,25,000 - 3,50,000 PA. ","[' sales', ' direct sales', ' residential sales', ' b2c', ' real estate sales', ' promotion', ' fresher', ' client handling']",['Channel Sales'],['Pune'],"['Sales ', ' Retail ', ' Business Development']","['Real Estate', ' Property']",Sales / BD Manager
2504, Business Management Trainee Required - Urgent Requirement," 2,00,000 - 4,00,000 PA. ","[' branding', ' client servicing', ' interpersonal skills', ' business development', ' training', ' marketing', ' planning', ' Creative', ' brand promotion', ' leadership', ' bba fresher', ' mba fresher', ' corporate presentations', ' communication skills']",['Other'],"['Ahmedabad', 'Gandhinagar']","['Sales ', ' Retail ', ' Business Development']","['Advertising', ' PR', ' MR', ' Event Management']",Fresher
2505, Hiring Executives for Inbound process, Not Disclosed by Recruiter ,"[' Technical support', ' Outbound', ' Service', ' Comp', ' Domestic BPO', ' Inbound process', ' Inbound calls', ' Bonus', ' Business Executive', ' Technical']",['Voice'],['Kolkata'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['IT-Software', ' Software Services']",Associate/Senior Associate -(NonTechnical)
2506, Walk in Drive for Engineering Graduates- Rgbsi, Not Disclosed by Recruiter ,"[' Design', ' design engineer', ' Fresher', ' Mechanical Engineering', ' Mechatronics']",['R&D'],['Bengaluru'],"['Engineering Design ', ' R&D']","['Automobile', ' Auto Anciliary', ' Auto Components']",R&D Executive
2507, HR Recruiter (Day Shifts) (IT and Non-it)," 1,25,000 - 2,00,000 PA. ","[' fresher', ' Non It', ' Resourcing', ' recruiter', ' mass hiring', ' HR', ' Bulk Hiring', ' Recruitment', ' Talent Acquisition', ' communication skills']","['HR', ' Recruitment ', ' IR']",['Ahmedabad'],"['HR ', ' Recruitment ', ' Administration ', ' IR']","['Recruitment', ' Staffing']",Recruitment Executive
2508, Marketing Executive For a Leading Fashion Jewelry Brand," 2,50,000 - 2,75,000 PA. ","[' marketing', ' promotions', ' Offline Marketing', ' branding', ' Advertising']",['Other'],['Bengaluru'],"['Marketing ', ' Advertising ', ' MR ', ' PR ', ' Media Planning']","['Gems', ' Jewellery']",Fresher
2509, Great Opportunity... EXL !! Barclays !! Wipro !! Amazon (call Rahul )," 2,00,000 - 5,00,000 PA. ","[' customer service executive', ' o2c', ' csr', ' international bpo', ' cce', ' inbound', ' customer service', ' cco', ' customer support', ' csa', ' process developer', ' fresher', ' voice process', ' Collections', ' customer handling']",['Voice'],"['Gurgaon', 'Noida']","['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Associate/Senior Associate -(NonTechnical)
2510, Job Opportunities For Females in Automotive Industry, Not Disclosed by Recruiter ,"[' bca', ' i.t.i.', ' fresher', ' bsc', ' diploma civil engineer', ' diploma', ' diploma trainee', ' iti']",['Other'],['Chennai'],"['Production ', ' Manufacturing ', ' Maintenance']","['Automobile', ' Auto Anciliary', ' Auto Components']",Fresher
2511, Walkin!!! Urgently Hiring For Domestic Voice Process!!! Contact Anita, Not Disclosed by Recruiter ,"[' BPO', ' cca', ' Cce', ' customer service', ' Outbound Process', ' customer support', ' csa', ' voice process', ' inbound process', ' cse', ' Domestic BPO', ' Customer Care', ' Fresher']",['Voice'],['Pune'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Associate/Senior Associate -(NonTechnical)
2512, Administration Assistant," 80,000 - 1,50,000 PA. ","[' ms office', ' excel', ' word', ' email writing', ' application']","['Administration', 'Facility Management']",['Mumbai'],"['HR ', ' Recruitment ', ' Administration ', ' IR']","['Accounting', ' Finance']",Executive/ Sr Executive - Administration
2513, Electrical Engineer, Not Disclosed by Recruiter ,"[' Petrochemical', ' Pharma', ' Electrical engineering', ' Electrical maintenance', ' Chemical']",['Site Engineering'],"['Bharuch', 'Mumbai', 'Gandhinagar', 'Vadodara', 'Palej']","['Site Engineering ', ' Project Management']","['Recruitment', ' Staffing']",Electrical Engineer-Industrial
2514, Executive Trainee - HR Operations," 2,50,000 - 3,00,000 PA. ",[' hr operations'],['Other'],['Gurgaon'],"['HR ', ' Recruitment ', ' Administration ', ' IR']","['Automobile', ' Auto Anciliary', ' Auto Components']",Trainee
2515, Openings With Top MNCs In Pune, Not Disclosed by Recruiter ,"[' Insurance Sales', ' Travel Insurance', ' International Voice Process']",['Voice'],['Pune'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Associate/Senior Associate -(NonTechnical)
2516, Tech Support Executive, Not Disclosed by Recruiter ,"[' Help Desk', ' Customer Service', ' customer relationship', ' access controls', ' Asset Management', ' Vendor Management']",['Voice'],['Noida'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['Strategy', ' Management Consulting Firms']",Associate/Senior Associate -(Technical)
2517, Urgent || Manager Business Development || Direct Sales || Delhi/ncr," 2,00,000 - 4,00,000 PA. ","[' profitability', ' fire fighting', ' lead generation', ' direct selling', ' selling', ' direct sales']",['Retail Sales'],['Delhi ncr'],"['Sales ', ' Retail ', ' Business Development']","['Office Equipment', ' Automation']",Sales Executive/Officer
2518, Opening For Malayalam/tamil/telugu/kannada/marathi/bengali - Gurgaon," 50,000 - 2,00,000 PA. ","[' Inbound Process', ' BPO', ' Telesales', ' outbound process', ' Marathi', ' Calling', ' Voice Process', ' Tamil', ' Telugu', ' Bengali', ' Kannada', ' Telecalling', ' Customer Care', ' Domestic BPO', ' Call Center']",['Voice'],['Gurgaon'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Telecalling/Telemarketing Executive
2519, Golden Opportunities For Engineering Graduate Freshers in Leading MNC, Not Disclosed by Recruiter ,"[' quality control', ' AutoCAD', ' Maintenance', ' quality', ' Design', ' electrical maintenance', ' Aeronautical', ' Production', ' Creo', ' quality inspection', ' Manufacturing']",['Other'],"['Chennai', 'Coimbatore']","['Production ', ' Manufacturing ', ' Maintenance']","['Automobile', ' Auto Anciliary', ' Auto Components']",Trainee
2520, Job Openings For Multilingual Candidates in Voice Process," 1,25,000 - 2,00,000 PA. ","[' voice process', ' tele marketing', ' call center executive', ' inbound', ' tele sales']",['Voice'],['Chennai'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['Accounting', ' Finance']",Telecalling/Telemarketing Executive
2521, Sales and Sales Cordinator, Not Disclosed by Recruiter ,"[' customer profiling', ' market research', ' sales executive', ' marketing executive', ' distributors', ' sales strategy', ' Business Development']",['Retail Sales'],['Chandigarh'],"['Sales ', ' Retail ', ' Business Development']","['IT-Software', ' Software Services']",Sales Executive/Officer
2522, Business Initiative Managers," 2,00,000 - 5,00,000 PA. ","[' marketing', ' sales', ' dedication', ' smart working', ' bcom', ' bbm', ' bca', ' direct sales', ' direct marketing', ' Mba', ' MCOM', ' Entrepreneurship']",['Retail Sales'],['Bengaluru'],"['Sales ', ' Retail ', ' Business Development']","['Advertising', ' PR', ' MR', ' Event Management']",Sales Executive/Officer
2523, Dynamic Professionals Required For Marketing.," 2,25,000 - 4,50,000 PA. ","[' marketing', ' fresher', ' Time Management', ' team leader', ' customer service', ' business development', ' btl', ' sales', ' communication skills', ' Business']",['Retail Sales'],['Hyderabad'],"['Sales ', ' Retail ', ' Business Development']","['Advertising', ' PR', ' MR', ' Event Management']",Sales Executive/Officer
2524, Customer Service Representative, Not Disclosed by Recruiter ,"[' customer service', ' co', ' written communication', ' customer satisfaction', ' communication skills', ' fluent in english', ' willing to learn', ' verbal', ' be', ' customer calls']",['Voice'],"['Mumbai', 'Mumbai']","['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['IT-Software', ' Software Services']",Associate/Senior Associate -(NonTechnical)
2525, Urgent Hiring Engineers For Microsoft Technical Voice Process-gurgain," 2,00,000 - 3,75,000 PA. ","[' Voice Process', ' Inbound', ' Outbound', ' Customer Support', ' Customer Care Executive', ' Technical Support', ' Technical Support Engineer', ' Technical Voice Process', ' Voice', ' International Voice Process']",['Voice'],['Gurgaon'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Associate/Senior Associate -(Technical)
2526, Content Strategist, Not Disclosed by Recruiter ,"[' Articles', ' content writer', ' content developer']",['Creative'],['Mumbai'],"['Marketing ', ' Advertising ', ' MR ', ' PR ', ' Media Planning']","['Media', ' Entertainment', ' Internet']",Copywriter
2527, Hiring For Recruitment Executive - Dwarka Location (sector 7)," 50,000 - 2,50,000 PA. ","[' resourcing', ' hrm', ' IT Recruitment', ' Succession Planning', ' Staffing', ' Human Resource Management', ' Selection Process', ' Hiring', ' HR', ' Interviewing', ' human resource', ' talent acquisition', ' Conducting Interviews', ' recruitment', ' Information Technology', ' Interpersonal Skills']","['HR', ' Recruitment ', ' IR']",['Delhi'],"['HR ', ' Recruitment ', ' Administration ', ' IR']","['Recruitment', ' Staffing']",HR Executive
2528, Housekeeping Executive, Not Disclosed by Recruiter ,"[' Cleaning', ' Housekeeping', ' cafeteria', ' pantry']",['Other'],['Mumbai'],"['Architecture ', ' Interior Design']","['Architecture', ' Interior Design']",Fresher
2529," Data Analyst,"," 50,000 - 3,00,000 PA. ","[' analytics', ' data analytics', ' XML', ' data mining', ' Javascript', ' Data Analysis', ' Business Objects', ' SQL']",['Analytics & BI'],['Mumbai'],['Analytics & Business Intelligence'],"['KPO', ' Research', ' Analytics']",Data Analyst
2530, Accounts &amp; Taxation Executive," 1,75,000 - 2,75,000 PA. ","[' mis reporting', ' mcom', ' gst', ' accounting', ' Accounts Executive', ' commerce', ' mba', ' bcom', ' icwa', ' advanced excel', ' tally', ' taxation', ' finance', ' ca']",['Accounts'],['Gurgaon'],"['Accounts ', ' Finance ', ' Tax ', ' Company Secretary ', ' Audit']","['Accounting', ' Finance']",Accounts Executive/Accountant
2531, Customer Relation Associate (voice) (domlur-bangalore) (Day Shifts)," 2,00,000 - 4,50,000 PA. ","[' chat process', ' international bpo', ' call center', ' customer support', ' Communication Skills', ' voice based process', ' voice process', ' bpo fresher']",['Voice'],['Bengaluru'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['Internet', ' Ecommerce']",Associate/Senior Associate -(NonTechnical)
2532, Data Entry and E-mail work," 2,25,000 - 3,75,000 PA. ","[' email', ' basic computer knowledge']",['Other'],"['Pune (camp', 'Shivaji nagar', 'Katraj) ']","['Sales ', ' Retail ', ' Business Development']","['KPO', ' Research', ' Analytics']",Trainee
2533, Trainee Business Development Executives (male/female) with MNC," 1,75,000 - 2,00,000 PA. ","[' client acquisition', ' business development', ' lead generation', ' cold calling', ' Financial Markets', ' Forex Trading', ' Commodity Trading', ' Sales Manager', ' Bdm', ' Sales', ' marketing', ' sales & marketing']",['Retail Sales'],['Bengaluru (malleshwaram) '],"['Sales ', ' Retail ', ' Business Development']","['Banking', ' Financial Services', ' Broking']",Sales/Business Development Manager
2534, HR Recruiter for Consultancy only for Female," 50,000 - 90,000 PA. ","[' recruitment', ' shortlisting', ' screening', ' hr', ' hr recruiter', ' hr fresher', ' fresher', ' bpo fresher']",['Other'],"['Mumbai (diva gaon', 'Mumbra', 'Mulund', 'Ghatkopar west', 'Vikhroli) ']","['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Fresher
2535, Hr-recruiter, Not Disclosed by Recruiter ,"[' Recruitment', ' Sourcing Profiles', ' Screening', ' Interviewing', ' Interview Scheduling', ' Joining Formalities', ' Hiring', ' Onboarding', ' Background Verification', ' Confirmation']",['Voice'],['Gurgaon'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Associate/Senior Associate -(NonTechnical)
2536, Urgent Hiring for the Voice/non Voice Process/noida," 50,000 - 3,00,000 PA. ","[' international call center', ' international bpo', ' communication skills', ' customer support', ' domestic bpo']",['Voice'],['Delhi ncr'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Associate/Senior Associate -(NonTechnical)
2537, Job Opening for Leading International Outbound Bpo, Not Disclosed by Recruiter ,"[' BPO', ' Outbound', ' English', ' International BPO', ' Outbound process', ' International sales', ' Web technologies', ' Packaging', ' Customer Care Executive', ' Time']",['Voice'],['Kolkata'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['IT-Software', ' Software Services']",Associate/Senior Associate -(NonTechnical)
2538, Business Development Executive_it Industry _ Hyderabad_male Candidates, Salary + Conveyance Allowance + Communication Allowance + Incentives ,"[' Bcom', ' BD', ' Financial Services', ' Share Market', ' CDSL', ' BFSI', ' Stocks', ' Mutual funds', ' BMS', ' Capital market', ' Derivatives', ' MBA Marketing', ' MBA', ' Marketing', ' Mcom', ' NISM', ' Demat', ' Sales', ' Stock Market', ' Fresher', ' Business Development', ' SIP']",['Retail Sales'],['Hyderabad'],"['Sales ', ' Retail ', ' Business Development']","['IT-Software', ' Software Services']",Sales Executive/Officer
2539, Hiring for Domestic Voice Process !!!! Contact Hr Shweta, Not Disclosed by Recruiter ,"[' bpo', ' voice process', ' international voice process', ' voice support', ' customer care', ' Domestic BPO', ' call center', ' sales', ' customer support']",['Voice'],['Pune'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Associate/Senior Associate -(NonTechnical)
2540,Urgent Hiring for International Chat and Voice Process( US Gaming),Openings: 100,"['Email Process', 'Chat', 'Customer Satisfaction', 'Communication Skills', 'Web Technologies', 'Non Voice Process', 'International BPO', 'voice process', 'technical support']",['Voice'],"['Delhi ncr', 'Ghaziabad', 'Noida (sector-60 noida) ']","['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']",['BPO / Call Centre / ITES'],Associate/Senior Associate -(Technical)
2541, Recruitment Specialist/recruitment Executive," 1,50,000 - 2,25,000 PA. ","[' Recruitment', ' talent acquisition', ' talent management', ' hiring']","['HR', ' Recruitment ', ' IR']",['Noida (sector-3 noida) '],"['HR ', ' Recruitment ', ' Administration ', ' IR']","['Recruitment', ' Staffing']",Recruitment Executive
2542, Customer Support Associate," 1,75,000 - 2,25,000 PA. ","[' International Process', ' Customer Support']",['Voice'],['Noida'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Associate/Senior Associate -(NonTechnical)
